MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,ProjectName,TypeOfWork,FundingYear,ContractId,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,Contractor,ContractorCount,StartDate,ProjectLatitude,ProjectLongitude,ProvincialCapital,ProvincialCapitalLatitude,ProvincialCapitalLongitude
Luzon,Cordillera Administrative Region,Ifugao,IFUGAO (LEGISLATIVE DISTRICT),TINOC (IFUGAO),Ifugao 1st District Engineering Office,P00820152LZ,"Construction of Manaan Flood Control (Phase II), Luhong, Tinoc, Ifugao",Construction of Flood Mitigation Structure,2024,24P00029,9.649647888E7,9.65E7,2024-12-15,DJY CONSTRUCTION,1,2024-03-18,16.64985461,120.97092261,Lagawe,16.7993,121.122
Luzon,Cordillera Administrative Region,Ifugao,IFUGAO (LEGISLATIVE DISTRICT),KIANGAN (IFUGAO),Ifugao 1st District Engineering Office,P00820742LZ,"Construction of Nabunlan Mungayang CIS Flood Control Structure, Kiangan, Ifugao",Construction of Flood Mitigation Structure,2024,24PG0017,3.266666382E7,3.223999696E7,2024-10-24,DJY CONSTRUCTION / SOUTHLAND CONSTRUCTION AND SUPPLIES,2,2024-02-13,16.81053,121.094533,Lagawe,16.7993,121.122
Luzon,Cordillera Administrative Region,Ifugao,IFUGAO (LEGISLATIVE DISTRICT),MAYOYAO (IFUGAO),Ifugao 2nd District Engineering Office,P00824841LZ,"Construction of Halag Flood Control, Sta. 54+942 - Sta. 55+442 (R/S), Sta. 55+712 - Sta. 56+162 (R/S), Halag, Aguinaldo, Ifugao",Construction of Flood Mitigation Structure,2024,24PJ0021,6.752025868E7,6.755E7,2024-08-27,JLY CONSTRUCTION / R.S. SEPIAN CONSTRUCTION & TRUCKING,2,2024-02-20,16.857226,121.394024,Lagawe,16.7993,121.122
Luzon,Cordillera Administrative Region,Ifugao,IFUGAO (LEGISLATIVE DISTRICT),MAYOYAO (IFUGAO),Ifugao 2nd District Engineering Office,P00823323LZ,"Construction of Calupaan Flood Control, Sta. 44+217.5 - Sta. 44+670, Calupaan, Alfonso Lista, Ifugao",Construction of Flood Mitigation Structure,2024,24PJ0020,5.366187992E7,5.367523E7,2024-08-20,DJY CONSTRUCTION,1,2024-02-23,16.857066,121.530912,Lagawe,16.7993,121.122
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),,Metro Manila 2nd District Engineering Office,P00320509LZ,"Rehabilitation/Upgrading of Drainage System at Gawad Kalinga, Brgy. Marcelo Green, Parañaque City, Metro Manila",Rehabilitation / Major Repair of Drainage Structure,2019,19OC0091,1.47E7,1.31068445E7,2022-11-14,RIMJ CONSTRUCTION SUPPLIES AND SERVICES (FOR: ROMINA CONSTRUCTION),1,2019-10-10,14.473656,121.037711,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF MARIKINA (FIRST LEGISLATIVE DISTRICT),,Metro Manila 1st District Engineering Office,P00320013LZ,"Construction (Completion) of Marikina River Drainage Outfall, Brgy. J. Dela Peña, Marikina City",Construction of Drainage Structure,2019,19O00034,9.495390449E7,9.490779815E7,2022-11-25,C.S.L. CONSTRUCTION CORPORATION / ST. TIMOTHY CONSTRUCTION CORPORATION,2,2019-11-21,14.632371,121.086296,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (LEGISLATIVE DISTRICT),,Las Piñas-Muntinlupa District Engineering Office,P00449023LZ,"Construction of slope protection at Almirante Creek at Brgy. Talon 4, Las Piñas City",Construction of Flood Mitigation Structure,2020,20OI0121,2.939795278E7,2.939795278E7,2022-07-07,ROCKSTEEL CONSTRUCTION AND DEV'T CORPORATION,1,2020-10-16,14.429442,120.999118,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (FIRST LEGISLATIVE DISTRICT),,Metro Manila 2nd District Engineering Office,P00421301LZ,"Construction of Revetment Wall/Sheetpiling of Baclaran Channel Channel, Parañaque City",Construction of Revetment,2021,20OC0135,,,2022-10-24,AKN CONSTRUCTION CORPORATION,1,2020-11-25,14.531511,120.992754,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (FIRST LEGISLATIVE DISTRICT),,Metro Manila 2nd District Engineering Office,P00421301LZ,"Construction of Revetment Wall/Sheetpiling of Baclaran Channel Channel, Parañaque City",Construction of Revetment,2020,20OC0135,9.8E7,9.65E7,2022-10-24,AKN CONSTRUCTION CORPORATION,1,2020-11-25,14.531511,120.992754,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF MAKATI (SECOND LEGISLATIVE DISTRICT),CITY OF MAKATI (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00823262LZ,"Construction of Revetment Wall along Balisampan Creek (Phase V), Barangay Guadalupe Viejo, Makati City",Construction of Revetment,2024,24OC0014,4.8893655E7,4.888997599E7,2024-06-20,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU / AKN CONSTRUCTION CORPORATION,2,2024-02-20,14.563617,121.040763,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF MAKATI (SECOND LEGISLATIVE DISTRICT),CITY OF MAKATI (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00820049LZ,"Construction of Flood Mitigation Structure (Installation of Trash Screen) at Balisampan Creek, Barangay Guadalupe Viejo, Makati City",Construction of Flood Mitigation Facility,2024,24OC0078,4.889269E7,4.802187709E7,2025-02-28,QUATRIX CONSTRUCTION AND SUPPLY INC.,1,2024-07-04,14.567462,121.040249,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (FIRST LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00820567LZ,"Construction of Revetment along San Dionisio River (Phase III), Parañaque City",Construction of Revetment,2024,24OC0037,4.862558E7,4.860671937E7,2024-09-18,ILFREO CONSTRUCTION CORP. (FORMERLY:ILFREO CONSTRUCTION & TRADING CORP.),1,2024-02-07,14.48982,120.99276,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (FIRST LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00820566LZ,"Construction of Revetment along Don Galo River Tributary Near Multinational Avenue, Parañaque City",Construction of Revetment,2024,24OC0024,4.9E7,4.899615764E7,2025-01-02,REND ENTERPRISES & GENERAL CONTRACTOR,1,2024-02-08,14.500097,120.997317,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (FIRST LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00820576LZ,"Rehabilitation of Drainage System at Lopez Village, Barangay San Isidro, Parañaque City",Rehabilitation / Major Repair of Drainage Structure,2024,24OC0041,1.96E7,1.959981796E7,2024-06-21,G.F. ROVERO MERCHANDISING,1,2024-02-14,14.468584,121.008498,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (FIRST LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00848601LZ,"Construction of Flood Mitigation Structure along Villanueva Creek, Parañaque City",Construction of Revetment,2024,24OC0118,7.92E7,7.904849276E7,2025-02-02,E.R. RODRIGUEZ CONSTRUCTION CORPORATION (FORMERLY: E.R. RODRIGUEZ CONSTRUCTION),1,2024-05-09,14.4741703,121.0023367,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (FIRST LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00845867LZ,"Construction of Drainage System along A. Bonifacio St., Brgy. San Dionisio, Parañaque City",Construction of Drainage Structure,2024,24OC0119,4950000.0,4949123.97,2024-12-10,K84 CONSTRUCTION AND DEVELOPMENT CORPORATION,1,2024-06-07,14.4959328,120.9904089,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (FIRST LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00843171LZ,"Construction of Drainage System along Bonifacio St., Barangay San Dionisio, Paranaque City",Construction of Drainage Structure,2024,24OC0143,4825000.0,4821756.02,2024-10-23,K84 CONSTRUCTION AND DEVELOPMENT CORPORATION,1,2024-06-27,14.4945698,120.9899288,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (FIRST LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00844674LZ,"Rehabilitation of Drainage System and its Vicinity, Brgy. San Isidro, Parañaque City",Rehabilitation / Major Repair of Drainage Structure,2024,24OC0114,1.47E7,1.469990018E7,2024-10-23,G.F. ROVERO MERCHANDISING,1,2024-06-27,14.4633753,121.0021744,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (FIRST LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00820569LZ,"Construction of Revetment along Villanueva Creek (Near Agana Circle), Parañaque City",Construction of Revetment,2024,24OC0032,1.47E7,1.425974739E7,2024-11-15,EURO CONSTRUCTION AND SUPPLY ( FORMERLY: EURO CONSTRUCTION AND TRADING),1,2024-07-11,14.46564656,121.01168554,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00820563LZ,"Construction (Improvement) of Don Galo River from Aldrin going Rodriguez Bridge (Phase 2), Barangay Moonwalk, Parañaque City",Construction of Revetment,2024,24OC0012,3.43E7,3.429833511E7,2024-05-20,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU / AKN CONSTRUCTION CORPORATION,2,2024-02-07,14.500013,121.01061,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00820570LZ,"Construction of Revetment Wall along Don Galo River from Rodriguez to Multinational Ave., (Phase II), Parañaque City",Construction of Revetment,2024,24OC0026,3.43E7,3.293155236E7,2024-06-06,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU / AKN CONSTRUCTION CORPORATION,2,2024-02-08,14.49743,121.00561,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00820575LZ,"Rehabilitation of Drainage System along Quirino & De Leon Street (Phase II), Malacañang Village, Barangay San Antonio, Parañaque City",Rehabilitation / Major Repair of Drainage Structure,2024,24OC0027,2.94E7,2.939594248E7,2024-07-22,GRAC-TA BUILDERS,1,2024-02-08,14.4751,121.027286,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00820577LZ,"Rehabilitation of Flood Control Structure, Villanueva Creek Tributary (Lagoon), Barangay B.F. Homes, Parañaque City, Metro Manila",Rehabilitation / Major Repair of Flood Control Structure,2024,24OC0045,2.94E7,2.939155165E7,2024-07-22,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,1,2024-02-15,14.4536362,121.0101919,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00838468LZ,"Construction of Revetment Wall of Villanueva Creek Tributary from Aguirre to Filipinas Ave., Barangay B.F. Homes, Parañaque City (Phase II)",Construction of Revetment,2024,24OC0018,2.94E7,2.939731891E7,2024-07-19,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,1,2024-02-16,14.45581,121.010899,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00820571LZ,"Construction of Revetment Wall along Moonwalk Creek near Airport Village, Barangay Moonwalk, Parañaque City",Construction of Revetment,2024,24OC0030,2.94E7,2.939477479E7,2024-05-20,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,1,2024-02-19,14.49289,121.018133,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00820054LZ,"Construction of Flood Mitigation Structure and Groundsill at Manila Memorial Park, North Side, Phase 1, Parañaque City",Construction of Revetment,2024,24OC0038,9.261491E7,9.260974396E7,2024-09-16,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU / AKN CONSTRUCTION CORPORATION,2,2024-02-20,14.456781,121.022185,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00838467LZ,"Construction of Flood Mitigation Structures at Baloc-Baloc Creek near Multinational Avenue, Parañaque City",Construction of Revetment,2024,24OC0015,3.92E7,3.92E7,2024-12-15,TWO DIMENSION CONSTRUCTION,1,2024-02-20,14.48564,120.999289,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00823261LZ,"Construction of Revetment Wall and Groundsill along Villanueva Creek, Gov. A. Santos Section, Brgy. BF Homes, Parañaque City",Construction of Revetment,2024,24OC0063,1.4475E8,1.4474971784E8,2024-12-12,AKN CONSTRUCTION CORPORATION,1,2024-03-27,14.4510896,121.0123185,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00844677LZ,"Construction of Revetment at Villanueva Creek, Barangay BF Homes, District 2, Parañaque City",Construction of Revetment,2024,24OC0104,2.94E7,2.939981265E7,2024-08-19,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,1,2024-03-27,14.45258,121.02523,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00823259LZ,"Construction of Flood Mitigation Structure along Sapang Buwaya Creek, Brgy. San Antonio, Parañaque City",Construction of Drainage Structure,2024,24OC0049,9.65E7,9.65E7,2024-12-27,RAICON DEVELOPMENT CORPORATION (FORMERLY : RA IGNACIO CONST. CORP.) / P.L.G.L. CONSTRUCTION,2,2024-04-05,14.4677259,121.0299081,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00844676LZ,"Construction of Revetment at Villanueva Creek Tributary Near Manila Memorial Park, District 2, Parañaque City",Construction of Revetment,2024,24OC0107,2.94E7,2.936584446E7,2024-08-16,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,1,2024-05-09,14.452595,121.02515,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00844675LZ,"Construction of Revetment at Don Galo River - Moonwalk Creek Junction Phase 2, District 2, Parañaque City",Construction of Revetment,2024,24OC0106,2.94E7,2.915541096E7,2024-10-31,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,1,2024-07-04,14.4987308,121.0133703,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00823260LZ,"Construction of Flood Mitigation Structure along Sapang Buwaya Creek near Valley 8, Brgy. San Antonio, Parañaque City",Construction of Drainage Structure,2024,24OC0088,4.825E7,4.825E7,2024-12-12,JELSIE CONSTRUCTION & SUPPLY,1,2024-07-08,14.4716401,121.0306179,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00820573LZ,"Rehabilitation of Drainage System along Dao Street including Laterals (Phase II), Barangay San Martin de Porres, Parañaque City",Rehabilitation / Major Repair of Drainage Structure,2024,24OC0059,1.865528E7,1.865528E7,2025-02-02,THE STEADFAST BUILDERS,1,2024-09-06,14.500471,121.0412435,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,CITY OF PARAÑAQUE (SECOND LEGISLATIVE DISTRICT),CITY OF PARAÑAQUE (METROPOLITAN MANILA),Metro Manila 2nd District Engineering Office,P00844678LZ,"Rehabilitation along Sapang Buwaya Creek, Greenheights Village, Barangay San Antonio, District II, Parañaque City",Rehabilitation / Major Repair of Flood Control Structure,2024,24OC0108,1.47E7,1.467347892E7,2024-12-16,AKN CONSTRUCTION CORPORATION,1,2024-09-18,14.4721401,121.0198049,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (FIRST LEGISLATIVE DISTRICT),QUEZON CITY (METROPOLITAN MANILA),Quezon City 1st District Engineering Office,P00821454LZ,"Construction of Flood Control Structure at Culiat Creek, Barangay Sto. Cristo, Quezon City",Construction of Revetment,2024,24OF0015,2.939960872E7,2.880561263E7,2024-09-02,OSCORD BUILDERS CORPORATION,1,2024-02-06,14.663069,121.029636,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (FIRST LEGISLATIVE DISTRICT),QUEZON CITY (METROPOLITAN MANILA),Quezon City 1st District Engineering Office,P00821458LZ,"Construction of Flood Control Structure at Talayan Creek, Barangay Sto. Domingo, Quezon City",Construction of Revetment,2024,24OF0026,4.899960872E7,4.850861263E7,2024-12-01,AMETHYST HORIZON BUILDERS AND GEN. CONTRACTOR AND DEVELOPMENT CORP.,1,2024-02-06,14.6300186,121.0121214,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (FIFTH LEGISLATIVE DISTRICT),QUEZON CITY (METROPOLITAN MANILA),Quezon City 1st District Engineering Office,P00820625LZ,"Construction of Flood Control Structure along Tullahan River, Bagong Tulay, Barangay Gulod, Quezon City",Construction of Flood Mitigation Structure,2024,24OF0019,4.89998974E7,4.841679862E7,2024-11-18,LE BRON CONSTRUCTION,1,2024-02-06,14.713276,121.043021,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (FIFTH LEGISLATIVE DISTRICT),QUEZON CITY (METROPOLITAN MANILA),Quezon City 1st District Engineering Office,P00820632LZ,"Construction of Flood Control Structure at Barangay Novaliches Proper, Quezon City (Phase II)",Construction of Flood Mitigation Structure,2024,24OF0020,4.89995508E7,4.845887903E7,2024-11-28,FRAMECON BUILDERS,1,2024-02-06,14.714748,121.036593,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (FIFTH LEGISLATIVE DISTRICT),QUEZON CITY (METROPOLITAN MANILA),Quezon City 1st District Engineering Office,P00820633LZ,"Construction of Flood Control Structure at Barangay San Bartolome, Quezon City (Phase II)",Construction of Flood Mitigation Structure,2024,24OF0021,4.89999372E7,4.850893783E7,2024-11-29,AVE-MIRA CONSTRUCTION AND TRADING,1,2024-02-06,14.703899,121.031271,City of Manila,14.5995,120.9842
Luzon,National Capital Region,Metro Manila,QUEZON CITY (FIFTH LEGISLATIVE DISTRICT),QUEZON CITY (METROPOLITAN MANILA),Quezon City 1st District Engineering Office,P00820641LZ,"Rehabilitation of Flood Control Structure at St. James, Barangay Nagkaisang Nayon, Quezon City",Rehabilitation / Major Repair of Flood Control Structure,2024,24OF0003,2.93999E7,2.939973903E7,2024-10-28,FRAMECON BUILDERS,1,2024-02-06,14.710557,121.033565,City of Manila,14.5995,120.9842
